SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
256;Skeletal Radiology;Springer;Medicine & Public Health;https://springer.com/256;0364-2348;1432-2161;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
259;European Journal of Nuclear Medicine and Molecular Imaging;Springer;Medicine & Public Health;https://springer.com/259;1619-7070;1619-7089;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
261;Abdominal Radiology;Springer;Medicine & Public Health;https://springer.com/261;2366-004X;2366-0058;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
262;Cancer Immunology, Immunotherapy;Springer;Medicine & Public Health;https://springer.com/262;0340-7004;1432-0851;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
264;International Orthopaedics;Springer;Medicine & Public Health;https://springer.com/264;0341-2695;1432-5195;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
265;Behavioral Ecology and Sociobiology;Springer;Life Sciences;https://springer.com/265;0340-5443;1432-0762;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
266;Aesthetic Plastic Surgery;Springer;Medicine & Public Health;https://springer.com/266;0364-216X;1432-5241;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
267;Environmental Management;Springer;Environment;https://springer.com/267;0364-152X;1432-1009;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
268;World Journal of Surgery;Springer;Medicine & Public Health;https://springer.com/268;0364-2313;1432-2323;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
269;Engineering and Chemistry of Minerals;Springer;Earth Sciences;https://springer.com/269;0342-1791;1432-2021;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
270;CardioVascular and Interventional Radiology;Springer;Medicine & Public Health;https://springer.com/270;0174-1551;1432-086X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
271;Irrigation Science;Springer;Life Sciences;https://springer.com/271;0342-7188;1432-1319;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
276;Surgical and Radiologic Anatomy;Springer;Medicine & Public Health;https://springer.com/276;0930-1038;1279-8517;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
277;Annals of Hematology;Springer;Medicine & Public Health;https://springer.com/277;0939-5555;1432-0584;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
278;Die Psychotherapie;SpringerMedizin;Medicine & Public Health;https://springer.com/278;2731-7161;2731-717X;Open Choice;yes;;;;CC BY;standard (Oasis);Title Change, ISSN Change;2022;Title change. Prior to Volume 67  published as Psychotherapeut.;;2022-11-02
280;Cancer Chemotherapy and Pharmacology;Springer;Medicine & Public Health;https://springer.com/280;0344-5704;1432-0843;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
281;Seminars in Immunopathology;Springer;Biomedicine;https://springer.com/281;1863-2297;1863-2300;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
283;The Mathematical Intelligencer;Springer;Mathematics;https://springer.com/283;0343-6993;1866-7414;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
284;Current Microbiology;Springer;Life Sciences;https://springer.com/284;0343-8651;1432-0991;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
285;Journal of Mathematical Biology;Springer;Mathematics;https://springer.com/285;0303-6812;1432-1416;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
287;Informatik Spektrum;Springer;Computer Science;https://springer.com/287;0170-6012;1432-122X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Journal Title updated;;2022-01-03
289;Polymer Bulletin;Springer;Chemistry;https://springer.com/289;0170-0839;1436-2449;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
291;OR Spectrum;Springer;Business and Management;https://springer.com/291;0171-6468;1436-6304;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
292;Die Pathologie;SpringerMedizin;Medicine & Public Health;https://springer.com/292;2731-7188;2731-7196;Open Choice;yes;;;;CC BY;standard (Oasis);Title Change, ISSN Change;2022;Title change. Prior to Volume 43  published as Der Pathologe.;;2022-11-02
294;Current Genetics;Springer;Life Sciences;https://springer.com/294;0172-8083;1432-0983;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
296;Rheumatology International;Springer;Medicine & Public Health;https://springer.com/296;0172-8172;1437-160X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
299;Plant Cell Reports;Springer;Life Sciences;https://springer.com/299;0721-7714;1432-203X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
300;Polar Biology;Springer;Life Sciences;https://springer.com/300;0722-4060;1432-2056;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
330;European Radiology;Springer;Medicine & Public Health;https://springer.com/330;0938-7994;1432-1084;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-01-03
332;Journal of Nonlinear Science;Springer;Mathematics;https://springer.com/332;0938-8974;1432-1467;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
334;Vegetation History and Archaeobotany;Springer;Earth Sciences;https://springer.com/334;0939-6314;1617-6278;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
335;Mammalian Genome;Springer;Life Sciences;https://springer.com/335;0938-8990;1432-1777;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
337;Manuelle Medizin;SpringerMedizin;Medicine & Public Health;https://springer.com/337;0025-2514;1433-0466;Open Choice;yes;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
338;Coral Reefs;Springer;Life Sciences;https://springer.com/338;0722-4028;1432-0975;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
339;Applied Engineering A;Springer;Engineering;https://springer.com/339;0947-8396;1432-0630;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
340;Applied Engineering B;Springer;Engineering;https://springer.com/340;0946-2171;1432-0649;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
343;Journal of Oceanology and Limnology;Science Press, co-published with Springer;Earth Sciences;https://springer.com/343;2096-5508;2523-3521;Open Choice;;;;;CC BY;non-standard;;;eISSN added;;2022-01-03
344;Journal of Plant Growth Regulation;Springer;Life Sciences;https://springer.com/344;0721-7595;1435-8107;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
345;World Journal of Urology;Springer;Medicine & Public Health;https://springer.com/345;0724-4983;1433-8726;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-01-03
347;Die Ophthalmologie;SpringerMedizin;Medicine & Public Health;https://springer.com/347;2731-720X;2731-7218;Open Choice;yes;;;;CC BY;standard (Oasis);Title Change, ISSN Change;2022;Title change. Prior to Volume 119  published as Der Ophthalmologe.;;2022-11-02
348;Experiments in Fluids;Springer;Engineering;https://springer.com/348;0723-4864;1432-1114;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
350;Medizinrecht;Springer;Law;https://springer.com/350;0723-8886;1433-8629;Open Choice;;;;;CC BY;non-standard;Change of Publishing Model;2022;Publishing model changed from Subscription to Open Choice as of 2022. Hybrid specific workflow details and APC added.;;2022-11-25
354;New Generation Computing;Ohmsha, co-published with Springer;Computer Science;https://springer.com/354;0288-3635;1882-7055;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
355;Social Choice and Welfare;Springer;Economics;https://springer.com/355;0176-1714;1432-217X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
357;Journal of Classification;Springer;Statistics;https://springer.com/357;0176-4268;1432-1343;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
359;Journal of Comparative Physiology A;Springer;Life Sciences;https://springer.com/359;0340-7594;1432-1351;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
360;Journal of Comparative Physiology B;Springer;Life Sciences;https://springer.com/360;0174-1578;1432-136X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
362;Statistical Papers;Springer;Statistics;https://springer.com/362;0932-5026;1613-9798;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
365;Constructive Approximation;Springer;Mathematics;https://springer.com/365;0176-4276;1432-0940;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
366;Engineering with Computers;Springer;Computer Science;https://springer.com/366;0177-0667;1435-5663;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
367;Geo-Marine Letters;Springer;Earth Sciences;https://springer.com/367;0276-0460;1432-1157;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
371;The Visual Computer;Springer;Computer Science;https://springer.com/371;0178-2789;1432-2315;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
373;Graphs and Combinatorics;Springer;Mathematics;https://springer.com/373;0911-0119;1435-5914;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
374;Biology and Fertility of Soils;Springer;Life Sciences;https://springer.com/374;0178-2762;1432-0789;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
376;Advances in Atmospheric Sciences;Science Press, co-published with Springer;Earth Sciences;https://springer.com/376;0256-1530;1861-9533;Open Choice;;;;;CC BY;non-standard;;;;;2022-01-03
380;Heart and Vessels;Springer;Medicine & Public Health;https://springer.com/380;0910-8327;1615-2573;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
381;Child's Nervous System;Springer;Medicine & Public Health;https://springer.com/381;0256-7040;1433-0350;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
382;Climate Dynamics;Springer;Earth Sciences;https://springer.com/382;0930-7575;1432-0894;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
383;Pediatric Surgery International;Springer;Medicine & Public Health;https://springer.com/383;0179-0358;1437-9813;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-01-03
384;International Journal of Colorectal Disease;Springer;Medicine & Public Health;https://springer.com/384;0179-1958;1432-1262;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
391;Zeitschrift f�r Gerontologie und Geriatrie;SpringerMedizin;Medicine & Public Health;https://springer.com/391;0948-6704;1435-1269;Open Choice;yes;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
392;Clinical Research in Cardiology;Springer;Medicine & Public Health;https://springer.com/392;1861-0684;1861-0692;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;"APC updated; Includes subscription to Clinical Research in Cardiology Supplement.";;2022-01-03
393;Zeitschrift f�r Rheumatologie;SpringerMedizin;Medicine & Public Health;https://springer.com/393;0340-1855;1435-1250;Open Choice;yes;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
394;European Journal of Nutrition;Springer;Chemistry;https://springer.com/394;1436-6207;1436-6215;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;APC updated;;2022-01-03
395;Basic Research in Cardiology;Springer;Medicine & Public Health;https://springer.com/395;0300-8428;1435-1803;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-01-03
396;Colloid and Polymer Science;Springer;Chemistry;https://springer.com/396;0303-402X;1435-1536;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
397;Rheologica Acta;Springer;Materials Science;https://springer.com/397;0035-4511;1435-1528;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
398;Zeitschrift f�r Herz-,Thorax- und Gef��chirurgie;SpringerMedizin;Medicine & Public Health;https://springer.com/398;0930-9225;1435-1277;Open Choice;yes;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Journal Title updated;;2022-01-03
399;Herzschrittmachertherapie + Elektrophysiologie;SpringerMedizin;Medicine & Public Health;https://springer.com/399;0938-7412;1435-1544;Open Choice;yes;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Journal Title updated;;2022-01-03
401;Acta Neuropathologica;Springer;Medicine & Public Health;https://springer.com/401;0001-6322;1432-0533;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
402;Archives of Orthopaedic and Trauma Surgery;Springer;Medicine & Public Health;https://springer.com/402;0936-8051;1434-3916;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
403;Archives of Dermatological Research;Springer;Medicine & Public Health;https://springer.com/403;0340-3696;1432-069X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
404;Archives of Gynecology and Obstetrics;Springer;Medicine & Public Health;https://springer.com/404;0932-0067;1432-0711;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
405;European Archives of Oto-Rhino-Laryngology;Springer;Medicine & Public Health;https://springer.com/405;0937-4477;1434-4726;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
406;European Archives of Psychiatry and Clinical Neuroscience;Springer;Medicine & Public Health;https://springer.com/406;0940-1334;1433-8491;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;APC updated;;2022-01-03
407;Archive for History of Exact Sciences;Springer;Mathematics;https://springer.com/407;0003-9519;1432-0657;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
408;Lung;Springer;Medicine & Public Health;https://springer.com/408;0341-2040;1432-1750;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
410;Contributions to Mineralogy and Petrology;Springer;Earth Sciences;https://springer.com/410;0010-7999;1432-0967;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
411;Radiation and Environmental Biophysics;Springer;Engineering;https://springer.com/411;0301-634X;1432-2099;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
412;Chromosoma;Springer;Life Sciences;https://springer.com/412;0009-5915;1432-0886;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
414;International Journal of Legal Medicine;Springer;Medicine & Public Health;https://springer.com/414;0937-9827;1437-1596;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
415;Journal of Neurology;Springer;Medicine & Public Health;https://springer.com/415;0340-5354;1432-1459;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;APC updated;;2022-01-03
417;Graefe's Archive for Clinical and Experimental Ophthalmology;Springer;Medicine & Public Health;https://springer.com/417;0721-832X;1435-702X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
418;Histochemistry and Cell Biology;Springer;Biomedicine;https://springer.com/418;0948-6143;1432-119X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
