Status;Revenue Model;Ownership;Society;EUR APC;License Type Offered;General Subject Category
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY mandate only;Chemistry
P-Current publication;SUBS;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CTA;Chemistry
P-Current publication;OO;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Asian Chemical Editorial Society;;CC-BY mandate only;Chemistry
P-Current publication;OO;O-Proprietary Owned;VHCA;;CC-BY to all;Chemistry
P-Current publication;SUBS;N-Society Owned;Society of Chemical Industry;;CTA;Chemistry
P-Current publication;OA;J-Joint Owned;Wiley-VCH, Chemistry Europe;1800;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;SUBS;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CTA;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Ownership with Asian Chemical Editorial Society;;CC-BY mandate only;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY mandate only;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Association of Child Protection Professionals;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Association for Child and Adolescent Mental Health;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Society for Research in Child Development;;CC-BY mandate only;Psychology
P-Current publication;OO;N-Society Owned;Society for Research in Child Development;;CC-BY mandate only;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Wiley & National Children's Bureau;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Institute of World Economics and Politics, Chinese Academy of Social Sciences;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chinese Chemical Society;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
R-To be sold/Transfrd;OO;N-Society Owned;American Sociological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Willi Hennig Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;British Association of Dermatologists;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;British Society for Immunology;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Royal Australian and New Zealand College of Ophthalmologists;;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;Australian and New Zealand Society for Immunology;2020;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;American Academy of Periodontology;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American Association of Clinical Anatomists;;CC-BY to all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;1708;CC-BY only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Japanese Society for Neuroimmunology;;CC-BY mandate only;Medicine
R-To be sold/Transfrd;OO;N-Society Owned;Optometry Australia;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;American Society for Clinical Pharmacology and Therapeutics;2500;CC-BY mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;1900;CC-BY mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;792;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;� World Obesity Federation;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;American Society for Clinical Pharmacology and Therapeutics;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;American College of Clinical Pharmacology;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Scandinavian Society of Clinical Physiology and Nuclear Medicine;;CC-BY to all;Medicine
R-To be sold/Transfrd;OO;N-Society Owned;Australian Psychology Society;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
R-To be sold/Transfrd;OO;N-Society Owned;Society of Clinical Psychology (APA Division 12);;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Blackwell;1950;CC-BY only;Life Sciences
P-Current publication;OO;N-Society Owned;Cognitive Science Society (CSS);;CC-BY to all;Psychology
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;Society of Dyers and Colourists;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;Association of Coloproctology of Great Britain and Ireland;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;J-Joint Owned;Blackwell & Eurographics - The European Association for Computer Graphics;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;N-Society Owned;Editor;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;O-Proprietary Owned;John Wiley and Sons Inc;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;Japanese Teratology Society;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Society for Conservation Biology;;CC-BY to all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell;1375;CC-BY only;Life Sciences
P-Current publication;OA;N-Society Owned;Society for Conservation Biology;1570;CC-BY only;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Society for Consumer Psychology;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Canadian Academic Accounting Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Western Economic Association International;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;J-Joint Owned;Wiley & ERP Environment;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Counseling Association (ACA);;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;British Association for Counselling and Psychotherapy;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;American Counseling Association (ACA);;CC-BY to all;Psychology
P-Current publication;OA;N-Society Owned;American Society for Clinical Pharmacology and Therapeutics;2500;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;American Society of Criminology;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;American Society of Criminology;;CC-BY to all;Law & Criminology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
R-To be sold/Transfrd;OO;N-Society Owned;Association for Religion and Intellectual Life;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;;;CC-BY to all;Art & Applied Arts
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;WIley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Royal Botanic Gardens Kew;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;International Society for Advancement of Cytometry;;CC-BY mandate only;Life Sciences
P-Current publication;OO;N-Society Owned;International Clinical Cytometry Society;;CC-BY mandate only;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Decision Sciences Institute;;CC-BY mandate only;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Decision Sciences Institute;;CC-BY mandate only;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;SUBS;N-Society Owned;British Institute of Radiology;;CTA;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;DESIGN MANAGEMENT INSTITUTE (DMI);;CC-BY to all;Art & Applied Arts
P-Current publication;OO;N-Society Owned;Design Management Institute;;CC-BY to all;Art & Applied Arts
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Institute of Social Studies;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Overseas Development Institute;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Japanese Society of Developmental Biologists;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;American Association for Anatomy;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Mac Keith Press;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Diabetes UK;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY mandate only;Medicine
P-Current publication;OO;J-Joint Owned;Blackwell/Dialog Inc;;CC-BY to all;Humanities
