Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
P-Current publication;HOA;N-Society Owned;British Pharmacological Society;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;British Educational Research Association (BERA);;CC-BY by mandate only;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley and British Society for Haematology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY Only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;British Academy of Management;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
P-Current publication;HOA;N-Society Owned;British Pharmacological Society;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
P-Current publication;HOA;J-Joint Owned;Blackwell/British Psychotherapy Foundation;;CC-BY Only;Psychology
R-To be sold/Transfrd;HOA;N-Society Owned;British Institute of Radiology;;TBD;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;National Association for Special Educational Needs;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell/Trustees of BER;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Society for Latin American Studies;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Korean Chemical Society;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;London Mathematical Society;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;Center for Business Ethics at Bentley College;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;J-Joint Owned;Wiley, European Research Press Ltd;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley & ERP Environment;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology and Chongqing University of Technology;2360;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;Campbell Collaboration;Covered by 3rd Party;CC-BY only;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Canadian Association of Geographers / l'Association canadienne des geographes;;CC-BY Only;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Administrative Sciences Association of Canada;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Canadian Agricultural Economics Society/la Societe canadienne d'agroeconomie;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Canadian Economics Association/Association canadienne d'economique;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Institute of Public Administration of Canada;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Canadian Sociological Association/La Societe canadienne de sociologie;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;American Cancer Society;;CC-BY by mandate only;Medicine
P-Current publication;OA;N-Society Owned;Sun Yat-sen University Cancer Center;2400;CC-BY exceptions;Medicine
P-Current publication;HOA;N-Society Owned;American Cancer Society;;CC-BY by mandate only;Medicine
P-Current publication;OA;N-Society Owned;Tsinghua University Press;Currently Waived;CC-BY for all;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;3080;CC-BY only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2700;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Japanese Cancer Association;2350;CC-BY by mandate only;Medicine
P-Current publication;OA;J-Joint Owned;Wiley and Wenzhou University;2550;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Wiley and Wenzhou University;Currently Waived;CC-BY only;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2750;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;629;TBD;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Ernst & Sohn;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;International Federation for Cell Biology;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell;2950;CC-BY only;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1886;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;AACC International;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, German Chemical Society;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;OA;J-Joint Owned;Wiley-VCH, Chemistry Europe;2100;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Chemistry
P-Current publication;SUBS;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CTA;Chemistry
P-Current publication;HOA;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Asian Chemical Editorial Society;;CC-BY for all;Chemistry
P-Current publication;OA;J-Joint Owned;Wiley-VCH, Chemistry Europe;2150;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;VHCA;;CC-BY for all;Chemistry
P-Current publication;SUBS;N-Society Owned;Society of Chemical Industry;;CTA;Chemistry
N-Not Yet Published;OA;J-Joint Owned;Chemistry Europe & Wiley-VCH;Currently Waived;CC-BY only;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Wiley-VCH, Chemistry Europe;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;TBD;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Ownership with Asian Chemical Editorial Society;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemistry Europe;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Association of Child Protection Professionals;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Association for Child and Adolescent Mental Health;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Society for Research in Child Development;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Society for Research in Child Development;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley & National Children's Bureau;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Institute of World Economics and Politics, Chinese Academy of Social Sciences;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chinese Chemical Society;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;OA;N-Society Owned;Chinese Medical Association;2238;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Willi Hennig Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OA;J-Joint Owned;Wiley and Royal Meteorological Society;2000;CC-BY only;Climatology & Paleoclimatology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Royal Australian and New Zealand College of Ophthalmologists;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Australian and New Zealand Society for Immunology;2420;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;American Academy of Periodontology;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;American Association of Clinical Anatomists;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;2260;CC-BY only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Japanese Society for Neuroimmunology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Medicine
N-Not Yet Published;OA;N-Society Owned;Guidelines International Network;TBD;TBD;Health Sciences
P-Current publication;OA;N-Society Owned;European Academy of Allergy and Clinical Immunology;2920;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Shanghai Clintranslmed Ltd and Shanghai Institute of Clinical Bioinformatics;1940;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Shanghai Clintranslmed Ltd;2860;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;American Society for Clinical Pharmacology and Therapeutics;3800;CC-BY by mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2810;CC-BY Only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;1160;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;World Obesity Federation;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;American Society for Clinical Pharmacology and Therapeutics;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;American College of Clinical Pharmacology;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Scandinavian Society of Clinical Physiology and Nuclear Medicine;;CC-BY for all;Medicine
