SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschrift;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
291;OR Spectrum;Springer;Business and Management;https://link.springer.com/journal/291;0171-6468;1436-6304;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
292;Der Pathologe;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/292;0172-8113;1432-1963;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
294;Current Genetics;Springer;Life Sciences;https://link.springer.com/journal/294;0172-8083;1432-0983;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
296;Rheumatology International;Springer;Medicine & Public Health;https://link.springer.com/journal/296;;1437-160X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
299;Plant Cell Reports;Springer;Life Sciences;https://link.springer.com/journal/299;0721-7714;1432-203X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
300;Polar Biology;Springer;Life Sciences;https://link.springer.com/journal/300;0722-4060;1432-2056;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
330;European Radiology;Springer;Medicine & Public Health;https://link.springer.com/journal/330;0938-7994;1432-1084;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
332;Journal of Nonlinear Science;Springer;Mathematics;https://link.springer.com/journal/332;0938-8974;1432-1467;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
334;Vegetation History and Archaeobotany;Springer;Earth Sciences;https://link.springer.com/journal/334;0939-6314;1617-6278;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
335;Mammalian Genome;Springer;Life Sciences;https://link.springer.com/journal/335;0938-8990;1432-1777;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
337;Manuelle Medizin;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/337;0025-2514;1433-0466;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
338;Coral Reefs;Springer;Life Sciences;https://link.springer.com/journal/338;0722-4028;1432-0975;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
339;Applied Physics A :: Materials Science and Processing;Springer;Physics;https://link.springer.com/journal/339;0947-8396;1432-0630;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
340;Applied Physics B :: Lasers and Optics;Springer;Physics;https://link.springer.com/journal/340;0946-2171;1432-0649;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
343;Journal of Oceanology and Limnology;Science Press, co-published with Springer;Earth Sciences;https://link.springer.com/journal/343;2096-5508;2523-3521;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
344;Journal of Plant Growth Regulation;Springer;Life Sciences;https://link.springer.com/journal/344;0721-7595;1435-8107;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
345;World Journal of Urology;Springer;Medicine & Public Health;https://link.springer.com/journal/345;0724-4983;1433-8726;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
347;Der Ophthalmologe;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/347;0941-293X;1433-0423;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
348;Experiments in Fluids;Springer;Engineering;https://link.springer.com/journal/348;0723-4864;1432-1114;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
350;MedR - Medizinrecht;Springer;Law;https://link.springer.com/journal/350;0723-8886;1433-8629;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;Change of Publishing Model;2020;Changes from Hybrid (Open Choice) to Subscription only;;2019-12-11
354;New Generation Computing;Ohmsha, co-published with Springer;Computer Science;https://link.springer.com/journal/354;0288-3635;1882-7055;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
355;Social Choice and Welfare;Springer;Economics;https://link.springer.com/journal/355;0176-1714;1432-217X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
357;Journal of Classification;Springer;Statistics;https://link.springer.com/journal/357;0176-4268;1432-1343;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
359;Journal of Comparative Physiology A :: Neuroethology, Sensory, Neural, and Behavioral Physiology;Springer;Life Sciences;https://link.springer.com/journal/359;0340-7594;1432-1351;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
360;Journal of Comparative Physiology B :: Biochemical, Systemic, and Environmental Physiology;Springer;Life Sciences;https://link.springer.com/journal/360;0174-1578;1432-136X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
362;Statistical Papers;Springer;Statistics;https://link.springer.com/journal/362;0932-5026;1613-9798;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
365;Constructive Approximation;Springer;Mathematics;https://link.springer.com/journal/365;0176-4276;1432-0940;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
366;Engineering with Computers;Springer;Computer Science;https://link.springer.com/journal/366;0177-0667;1435-5663;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
367;Geo-Marine Letters;Springer;Earth Sciences;https://link.springer.com/journal/367;0276-0460;1432-1157;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
371;The Visual Computer;Springer;Computer Science;https://link.springer.com/journal/371;0178-2789;1432-2315;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
373;Graphs and Combinatorics;Springer;Mathematics;https://link.springer.com/journal/373;0911-0119;1435-5914;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
374;Biology and Fertility of Soils;Springer;Life Sciences;https://link.springer.com/journal/374;0178-2762;1432-0789;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
376;Advances in Atmospheric Sciences;Science Press, co-published with Springer;Earth Sciences;https://link.springer.com/journal/376;0256-1530;1861-9533;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
380;Heart and Vessels;Springer;Medicine & Public Health;https://link.springer.com/journal/380;0910-8327;1615-2573;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
381;Child's Nervous System;Springer;Medicine & Public Health;https://link.springer.com/journal/381;0256-7040;1433-0350;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
382;Climate Dynamics;Springer;Earth Sciences;https://link.springer.com/journal/382;0930-7575;1432-0894;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
383;Pediatric Surgery International;Springer;Medicine & Public Health;https://link.springer.com/journal/383;0179-0358;1437-9813;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
384;International Journal of Colorectal Disease;Springer;Medicine & Public Health;https://link.springer.com/journal/384;;1432-1262;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
391;Zeitschrift f�r Gerontologie und Geriatrie;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/391;0948-6704;1435-1269;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
392;Clinical Research in Cardiology;Springer;Medicine & Public Health;https://link.springer.com/journal/392;1861-0684;1861-0692;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;"APC updated; Includes subscription to Clinical Research in Cardiology Supplement.";;2019-11-14
393;Zeitschrift f�r Rheumatologie;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/393;0340-1855;1435-1250;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
394;European Journal of Nutrition;Springer;Chemistry;https://link.springer.com/journal/394;1436-6207;1436-6215;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
395;Basic Research in Cardiology;Springer;Medicine & Public Health;https://link.springer.com/journal/395;0300-8428;1435-1803;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
396;Colloid and Polymer Science;Springer;Chemistry;https://link.springer.com/journal/396;0303-402X;1435-1536;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
397;Rheologica Acta;Springer;Materials Science;https://link.springer.com/journal/397;0035-4511;1435-1528;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
398;Zeitschrift f�r Herz-, Thorax- und Gef��chirurgie;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/398;0930-9225;1435-1277;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
399;Herzschrittmachertherapie und Elektrophysiologie;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/399;0938-7412;1435-1544;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
401;Acta Neuropathologica;Springer;Medicine & Public Health;https://link.springer.com/journal/401;0001-6322;1432-0533;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
402;Archives of Orthopaedic and Trauma Surgery;Springer;Medicine & Public Health;https://link.springer.com/journal/402;;1434-3916;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
403;Archives of Dermatological Research;Springer;Medicine & Public Health;https://link.springer.com/journal/403;;1432-069X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
404;Archives of Gynecology and Obstetrics;Springer;Medicine & Public Health;https://link.springer.com/journal/404;;1432-0711;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
405;European Archives of Oto-Rhino-Laryngology;Springer;Medicine & Public Health;https://link.springer.com/journal/405;0937-4477;1434-4726;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
406;European Archives of Psychiatry and Clinical Neuroscience;Springer;Medicine & Public Health;https://link.springer.com/journal/406;0940-1334;1433-8491;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
407;Archive for History of Exact Sciences;Springer;Mathematics;https://link.springer.com/journal/407;0003-9519;1432-0657;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
408;Lung;Springer;Medicine & Public Health;https://link.springer.com/journal/408;;1432-1750;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
410;Contributions to Mineralogy and Petrology;Springer;Earth Sciences;https://link.springer.com/journal/410;0010-7999;1432-0967;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
411;Radiation and Environmental Biophysics;Springer;Physics;https://link.springer.com/journal/411;0301-634X;1432-2099;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
412;Chromosoma;Springer;Life Sciences;https://link.springer.com/journal/412;0009-5915;1432-0886;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
414;International Journal of Legal Medicine;Springer;Medicine & Public Health;https://link.springer.com/journal/414;0937-9827;1437-1596;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
415;Journal of Neurology;Springer;Medicine & Public Health;https://link.springer.com/journal/415;0340-5354;1432-1459;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
417;Graefe's Archive for Clinical and Experimental Ophthalmology;Springer;Medicine & Public Health;https://link.springer.com/journal/417;0721-832X;1435-702X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
418;Histochemistry and Cell Biology;Springer;Biomedicine;https://link.springer.com/journal/418;0948-6143;1432-119X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
419;Archive of Applied Mechanics (Ingenieur Archiv);Springer;Engineering;https://link.springer.com/journal/419;0939-1533;1432-0681;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
420;International Archives of Occupational and Environmental Health;Springer;Environment;https://link.springer.com/journal/420;0340-0131;1432-1246;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
421;European Journal of Applied Physiology;Springer;Biomedicine;https://link.springer.com/journal/421;1439-6319;1439-6327;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
422;Biological Cybernetics;Springer;Biomedicine;https://link.springer.com/journal/422;0340-1200;1432-0770;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
423;Langenbeck's Archives of Surgery;Springer;Medicine & Public Health;https://link.springer.com/journal/423;1435-2443;1435-2451;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
424;Pfl�gers Archiv - European Journal of Physiology;Springer;Biomedicine;https://link.springer.com/journal/424;0031-6768;1432-2013;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
425;Planta;Springer;Life Sciences;https://link.springer.com/journal/425;0032-0935;1432-2048;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
426;Psychological Research;Springer;Psychology;https://link.springer.com/journal/426;0340-0727;1430-2772;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
427;Development Genes and Evolution;Springer;Life Sciences;https://link.springer.com/journal/427;0949-944X;1432-041X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
428;Virchows Archiv;Springer;Medicine & Public Health;https://link.springer.com/journal/428;0945-6317;1432-2307;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
429;Brain Structure and Function;Springer;Biomedicine;https://link.springer.com/journal/429;1863-2653;1863-2661;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
430;Medical Microbiology and Immunology;Springer;Biomedicine;https://link.springer.com/journal/430;0300-8584;1432-1831;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
431;European Journal of Pediatrics;Springer;Medicine & Public Health;https://link.springer.com/journal/431;0340-6199;1432-1076;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
432;Journal of Cancer Research and Clinical Oncology;Springer;Medicine & Public Health;https://link.springer.com/journal/432;0171-5216;1432-1335;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
435;Zoomorphology;Springer;Life Sciences;https://link.springer.com/journal/435;0720-213X;1432-234X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
436;Parasitology Research;Springer;Biomedicine;https://link.springer.com/journal/436;0932-0113;1432-1955;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
438;Molecular Genetics and Genomics;Springer;Life Sciences;https://link.springer.com/journal/438;1617-4615;1617-4623;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
439;Human Genetics;Springer;Biomedicine;https://link.springer.com/journal/439;0340-6717;1432-1203;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
440;Probability Theory and Related Fields;Springer;Mathematics;https://link.springer.com/journal/440;0178-8051;1432-2064;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
441;Cell and Tissue Research;Springer;Biomedicine;https://link.springer.com/journal/441;0302-766X;1432-0878;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
442;Oecologia;Springer;Life Sciences;https://link.springer.com/journal/442;0029-8549;1432-1939;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
445;Bulletin of Volcanology;Springer;Earth Sciences;https://link.springer.com/journal/445;;1432-0819;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
446;Distributed Computing;Springer;Computer Science;https://link.springer.com/journal/446;0178-2770;1432-0452;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
449;Bioprocess and Biosystems Engineering;Springer;Chemistry;https://link.springer.com/journal/449;1615-7591;1615-7605;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
450;Software-Intensive Cyber-Physical Systems;Springer;Computer Science;https://link.springer.com/journal/450;2524-8510;2524-8529;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
451;Forum der Psychoanalyse;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/451;0178-7667;1437-0751;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
453;Algorithmica;Springer;Computer Science;https://link.springer.com/journal/453;0178-4617;1432-0541;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
454;Discrete and Computational Geometry;Springer;Mathematics;https://link.springer.com/journal/454;0179-5376;1432-0444;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
455;Dysphagia;Springer;Medicine & Public Health;https://link.springer.com/journal/455;0179-051X;1432-0460;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
464;Surgical Endoscopy;Springer;Medicine & Public Health;https://link.springer.com/journal/464;0930-2794;1432-2218;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
466;Computational Mechanics;Springer;Engineering;https://link.springer.com/journal/466;0178-7675;1432-0924;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
467;Pediatric Nephrology;Springer;Medicine & Public Health;https://link.springer.com/journal/467;0931-041X;1432-198X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
468;Trees - Structure and Function;Springer;Life Sciences;https://link.springer.com/journal/468;0931-1890;1432-2285;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
477;Stochastic Environmental Research and Risk Assessment;Springer;Environment;https://link.springer.com/journal/477;1436-3240;1436-3259;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
481;Ethik in der Medizin;Springer;Medicine & Public Health;https://link.springer.com/journal/481;0935-7335;1437-1618;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
482;Der Schmerz;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/482;0932-433X;1432-2129;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
484;International Journal of Biometeorology;Springer;Environment;https://link.springer.com/journal/484;0020-7128;1432-1254;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
493;Combinatorica;Springer;Mathematics;https://link.springer.com/journal/493;0209-9683;1439-6912;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
497;Plant Reproduction;Springer;Life Sciences;https://link.springer.com/journal/497;2194-7953;2194-7961;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
498;Mathematics of Control, Signals, and Systems;Springer;Mathematics;https://link.springer.com/journal/498;0932-4194;1435-568X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
500;Soft Computing - A Fusion of Foundations, Methodologies and Applications;Springer;Engineering;https://link.springer.com/journal/500;1432-7643;1433-7479;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
501;BHM Berg- und H�ttenm�nnische Monatshefte;Springer;Earth Sciences;https://link.springer.com/journal/501;0005-8912;1613-7531;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
502;e and i Elektrotechnik und Informationstechnik;Springer;Engineering;https://link.springer.com/journal/502;0932-383X;1613-7620;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
506;�sterreichische Wasser- und Abfallwirtschaft;Springer;Engineering;https://link.springer.com/journal/506;0945-358X;1613-7566;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
